screen_name,status_text,status_created_at
chrxstinejw,"Cause thursday is throwback day mention Gangwon-do, South Korea https.co/tEZWr9GD8m",Thu Feb 08 03:44:37 +0000 2018
reneknottsports, mention 2xAught7 mention NBCOlympics mention MattJamilton mention heccabamilton I was there,Thu Feb 08 03:43:22 +0000 2018
DavidBaden,"What a beautiful beach here at the SeaMarq Hotel Gangneung, Korea mention Seamarq Hotel https.co/SntFIUuiN8",Thu Feb 08 03:39:53 +0000 2018
EilidhBarbour,Oh the scandal... https.co/FlSzdHXr0D,Thu Feb 08 03:39:37 +0000 2018
ICUStat, mention MenInNursing mention JPV_KCCO mention spicticus I live there. Remind me when I get home. <e2><80><9c>What<e2><80><99>s new<e2><80><9d> depends on when you were l<e2><80><a6> https.co/wzlbqWuZg1,Thu Feb 08 03:39:10 +0000 2018
EilidhBarbour,With a day to go to the start of the Winter Olympics mention clarebalding meets some of mention TeamGB<e2><80><99>s medal hopes for<e2><80><a6> https.co/esjWIsud,Thu Feb 08 03:37:40 +0000 2018
lizclarketweet,Sadly I<e2><80><99>ve lost much of my joy in squid mention helenschwab since I learned they are sentient beings. frowning face <ef><b8><8f> Yet I<e2><80><99>m no mayonn<e2><80><a6> https.co/6RC2IIZ1RN,Thu Feb 08 03:36:26 +0000 2018
_ciktudungbiru,Join me in this awesome photo challenge https.co/bH4pIamblt,Thu Feb 08 03:35:25 +0000 2018
ICUStat,Just heard about our flag bearer. That<e2><80><99>s perfect. First American woman to medal in Luge. Hey mention erinhamlin if you hea<e2><80><a6> https.co/TGfrxjJqvg,Thu Feb 08 03:32:39 +0000 2018
AaronNolanNews, mention AshleyKetz mention TheEllenShow mention andrewmarden mention jackdoles mention WFLAAnnie mention LexGrayWAVY mention erincargile Your man has rhythm. https.co/VezVTeMgSM,Thu Feb 08 03:27:42 +0000 2018
kendaLLorraine,verified,Thu Feb 08 03:27:28 +0000 2018
solmhn,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Thu Feb 08 03:24:33 +0000 2018
MaryGearin,. mention scottyjames31 says he respects judges but <e2><80><9c>had a word to them<e2><80><9d> to ask their feedback after Shaun White<e2><80><99>s perfect<e2><80><a6> https.co/S6RBFlMhGc,Thu Feb 08 03:24:26 +0000 2018
tminsberg,Update: It has evolved. Now projecting the Olympics schedule and playing music. https.co/fzjSJn6gxF,Thu Feb 08 03:22:41 +0000 2018
MaryGearin,Aussie snowboard star mention scottyjames31 calls on judges at mention pyeongchang2018 to pay attention to the details and divers<e2><80><a6> https.co/TcKxv3TciF,Thu Feb 08 03:21:35 +0000 2018
Anikina_ER,"<e2><80><9c>I never thought I would share my story because, in so many ways, just surviving was enough<e2><80><9d> https.co/1VtBY57MzR",Thu Feb 08 03:20:29 +0000 2018
longleysunsport,Norovirus update: Now up to 86 confirmed cases scattered through the Olympic region.,Thu Feb 08 03:16:09 +0000 2018
harvsofficial, mention Alex__DElia mention katiecouric mention katiecouric mention hodakotb let<e2><80><99>s go Hokies!!,Thu Feb 08 03:15:54 +0000 2018
NPRmelissablock,"Gold medal in Olympic fan cuteness goes to Sieun Roh, 6 years old. She traveled 400 miles to watch curling with her<e2><80><a6> https.co/dPbi1CdFqW",Thu Feb 08 03:14:58 +0000 2018
wenxjunhuis,RT mention hightaec: College boy Ok Taecyeon at the University cafeteria. Lol the girls were high key fangirling. https.co/VKRfRGsf9i,Thu Feb 08 03:13:40 +0000 2018
Anikina_ER,<e2><80><9c>... when the dust settles...<e2><80><9d> https.co/xBlmNed0WB,Thu Feb 08 03:13:25 +0000 2018
SummerOfBrad,Curling #PressBoxFood https.co/8aL70qO8,Thu Feb 08 03:12:29 +0000 2018
Anikina_ER,<e2><80><9c>It is up to the IOC to impose whether this fits their criteria for lifting the suspension<e2><80><9d> https.co/993k4kJ5ll,Thu Feb 08 03:12:28 +0000 2018
lizclarketweet,This is brilliant advice &amp; greatly appreciated! https.co/xXsITe3g8Q,Thu Feb 08 03:12:23 +0000 2018
ICUStat,Where can a guy find a parking space a drink around here? https.co/OAWDseeUzK,Thu Feb 08 03:09:28 +0000 2018
derekliving, mention TPS_Sr_French mention TeamCanada mention Equipe_Canada This is amazing! Me I beaucoup!,Thu Feb 08 03:09:21 +0000 2018
derekliving," mention donducksmith mention mercedesnicoll mention CanadaSnowboard mention elihosking mention CalynnMIrwin Thanks mention donducksmith, representing mention Alpine_SkiClub out here in",Thu Feb 08 03:08:45 +0000 2018
NPRrussell,Luger Erin Hamlin is all smiles after learning she<e2><80><99>ll carry the U.S. flag during the Winter Olympics opening ceremo<e2><80><a6> https.co/ezvLeDI2PX,Thu Feb 08 03:07:55 +0000 2018
lizclarketweet,I could mainline Peanut M&amp;Ms just now!! Thank you mention YahooForde https.co/5aA2P9mo,Thu Feb 08 03:07:10 +0000 2018
derekliving, mention Grade6MRT mention mercedesnicoll mention CanadaSnowboard mention elihosking mention CalynnMIrwin mention TeamCanada Love it! Thank you,Thu Feb 08 03:06:24 +0000 2018
lizclarketweet,"I<e2><80><99>m ravenous here mention #WinterOlympics, with no time for a proper meal! Which should I choose: Mayonnaise-flavor pretz<e2><80><a6> https.co/aK0SPNz3IP",Thu Feb 08 03:05:21 +0000 2018
ICUStat," mention ICUnurseProbs Yes, always the winter games. They used to be tiny, almost a real family affair. Obviously no longer.",Thu Feb 08 03:02:35 +0000 2018
SkySportsLia,Great news. Well done Imani https.co/0KqytPOsJD,Thu Feb 08 03:02:10 +0000 2018
SkySportsLia, mention ImaniLara mention SkyScholarships mention ProAthleteSupps Well done. Awesome stuff,Thu Feb 08 03:01:15 +0000 2018
iamjoonlee, mention WesleyDietrich mastress sounds too regal,Thu Feb 08 03:01:01 +0000 2018
chicoharlan,I got into the welcome ceremony for North Korean athletes. https.co/w2aWj0DTaY,Thu Feb 08 03:00:30 +0000 2018
iamjoonlee, mention lindseyadler imagine Barba and Stabler going at it,Thu Feb 08 02:56:41 +0000 2018
jeffmetcalfe, mention DougHaller Not sure Frank would like that idea,Thu Feb 08 02:56:09 +0000 2018
iamjoonlee," mention jeffpearlman mention BumpinFresh mention DreyerChina mention John_P_Carvalho mention dfsingleton I would also add here, Bob Ryan has talked ab<e2><80><a6> https.co/dEgyXrnTtB",Thu Feb 08 02:55:57 +0000 2018
jeffmetcalfe, mention Clinton7577 Too soon to tell,Thu Feb 08 02:55:08 +0000 2018
cheskugh,getting valentine<e2><80><99>s day cookies for me n bff cause THE SINGLE LIFE IS REAL PARE !!!!!!!!!!!!,Thu Feb 08 02:53:34 +0000 2018
ICUStat,"With that said....we<e2><80><99>ve finally arrived to a most improbable place. Without my mom, who said the journey was too lo<e2><80><a6> https.co/tvOoKL1Tdr",Thu Feb 08 02:53:18 +0000 2018
bertestrada,#PyeongChang2018 #WinterOlympics #JeongseonAlpine mention Jeongseon Alpine Centre https.co/TuBZdWT9hE,Thu Feb 08 02:52:12 +0000 2018
bertestrada,#PyeongChang2018 #WinterOlympics #IBC International Broadcasting Centre mention PyeongChang https.co/frYvjNdNUu,Thu Feb 08 02:51:46 +0000 2018
bertestrada,"#PyeongChang2018 #WinterOlympics #Phoeniark #Snowboarding #FreestyleSkiing mention Phoenix Park,<e2><80><a6> https.co/WIRv1WTmY6",Thu Feb 08 02:51:34 +0000 2018
Anikina_ER,<c2><ab>All we can do is do our best to ensure a process of constant improvement<c2><bb> https.co/SDu2wgxxXa,Thu Feb 08 02:50:43 +0000 2018
ICUStat,I cry for all the missed aunts and uncles no longer here. Mostly I cry because I hope I<e2><80><99>ve instilled in my old chil<e2><80><a6> https.co/bPvntrfRut,Thu Feb 08 02:49:12 +0000 2018
ICUStat,They always wonder why I need to be left alone for a few minutes after we first arrive every 4 years. I cry because<e2><80><a6> https.co/RO6aAQanGD,Thu Feb 08 02:46:24 +0000 2018
aimeebuch,Obligatory photo with Olympic Rings in the village!! #pyeongchang2018 #olympics2018 #teamisrael<e2><80><a6> https.co/muXk8W1i,Thu Feb 08 02:42:43 +0000 2018
SkySportsLia,"Ben McDevitt, Chair of the Independent Observor Mission at the Pyeong Chang Winter Olympics says doping is not goin<e2><80><a6> https.co/zgNPSoh5gY",Thu Feb 08 02:42:21 +0000 2018
JezersekBarbara,Yellow Australian Banana in PyeongChang Olympics!!! Thanks to all who helped me onmy journey to<e2><80><a6> https.co/tWhDFO4491,Thu Feb 08 02:41:29 +0000 2018
tcdonovan,#olympics #pyeongchang HD? That<e2><80><99>s so Turino! 4K? Nope. This is 8K - sieen times he<e2><80><a6> https.co/uwVmjfd23F,Thu Feb 08 02:40:36 +0000 2018
garvinthomas,"<e2><80><9c>Faster, Higher, Stronger,<e2><80><9d> it ain<e2><80><99>t , but it gets the point across. #SayNoToNoro #WinterOlympics mention nbcbayarea<e2><80><a6> https.co/EzmPCt01",Thu Feb 08 02:39:16 +0000 2018
smagnotta33, mention gobsalerno Not Steven III?,Thu Feb 08 02:36:22 +0000 2018
harvsofficial,First game of the 2018 Winter Olympics ends with round robin curling wins for USA and Korea . Well done<e2><80><a6> https.co/uzY9PRWUCv,Thu Feb 08 02:35:30 +0000 2018
stupidsanha,RT mention kimdoyonf: Congrats to our beloved Doyeon who is graduation from SOPA today. [] https.co/pyPCyEqno8,Thu Feb 08 02:35:18 +0000 2018
KateBeirness,Home for the ne 2 and a half weeks #pyeongchang2018 mention Gangneung https.co/DIxbtk47Uw,Thu Feb 08 02:33:51 +0000 2018
longleysunsport,Canadian women getting their first look at the Kwangdon Hockey Centre where their quest for gold begins on Sunday. https.co/33OoJlSowd,Thu Feb 08 02:33:40 +0000 2018
TarrantJack,Great to meet so many good people at launch of mention Tokyo2020 House in Pyeongchang. Looking forward to working with the<e2><80><a6> https.co/ crying 8NuT121E,Thu Feb 08 02:32:50 +0000 2018
TarrantJack,Me and my man Soohorang #WinterOlympics #Pyeongchang2018 https.co/F6CCs98F8v,Thu Feb 08 02:30:45 +0000 2018
185freeman,We go to watch the PyeongChang Olympic Games! just got short track speed skating tickets!<e2><80><a6> https.co/i4KChxa4hK,Thu Feb 08 02:24:03 +0000 2018
jhannes37,RT mention Life_Corea: Double Democatic Party. Kim was accused by bribery before in his father's regime. https.co/ZyLFyROYqP,Thu Feb 08 02:22:10 +0000 2018
Maruf_Abdullah,"Hey mention Razer , is this really officially happening in South Korea? https.co/RGJkT51fkb",Thu Feb 08 02:21:46 +0000 2018
odissy,Welcome ceremony under way for N. Korean Olympic team to athletes' village in Gangneung. Organizers played a snippe<e2><80><a6> https.co/RcFfLHc090,Thu Feb 08 02:21:09 +0000 2018
reedNews3LV,"Hi friends, it<e2><80><99>s Reed Cowan. Fire near media and athlete village but I<e2><80><99>m safe. Details to come. Alerts came out in<e2><80><a6> https.co/8jEa1XoNgd",Thu Feb 08 02:20:22 +0000 2018
RO_corea,RT mention Life_Corea: Double Democatic Party. Kim was accused by bribery before in his father's regime. https.co/ZyLFyROYqP,Thu Feb 08 02:19:21 +0000 2018
WPXITonyRuffolo, mention WPXIGordon and I talk with Russell Linderman - a Westmoreland Co. native works with U.S. Special Operations in Sou<e2><80><a6> https.co/eMeyaKtNCF,Thu Feb 08 02:17:52 +0000 2018
CoyWire,Your U.S. flag bearer at the #PyeongChang Winter Games is 4x Olympian Erin Hamlin. In 2014 she became the 1st<e2><80><a6> https.co/aFKV7oyrRl,Thu Feb 08 02:16:19 +0000 2018
GregMescall,. mention shaunwhite drew just a bit of a crowd. https.co/cNwqhAje5A,Thu Feb 08 02:15:37 +0000 2018
GregMescall,The mention usskiteam snowboard halfpipe squad. A strong mix of veterans and newcomers. Updates on all their results comin<e2><80><a6> https.co/3VEvssKTaD,Thu Feb 08 02:14:44 +0000 2018
OlympicsPFGC,How can we as #globalcitizens help to solve these problems of the future? <f0><9f><a4><94> Asks Soo Gil Young of the Sustainable D<e2><80><a6> https.co/WDArROBMUD,Thu Feb 08 02:13:22 +0000 2018
NPRrussell,A crush of media surrounds U.S. snowboarder Chloe Kim. She<e2><80><99>s eected to be a breakout star in her first Olympics a<e2><80><a6> https.co/QzlLtz7s88,Thu Feb 08 02:09:53 +0000 2018
NBC5photog, mention grlopez4 mention NBCDFW Thank you - will do!,Thu Feb 08 02:09:46 +0000 2018
maaayyra_,I wish i wasn<e2><80><99>t shy,Thu Feb 08 02:04:04 +0000 2018
JessMONeill,Yeah but I think they made a grammatical error. The verb tense is all off. https.co/cPXB24DFWm,Thu Feb 08 01:59:11 +0000 2018
dornan10,The fighter jets on Ice are in the mention pyeongchang2018 track! mention JoshuaDornan #art #sport #missionformedals https.co/tZdiovFhGy,Thu Feb 08 01:58:57 +0000 2018
swaindiana,Let me show you where I<e2><80><99>m working... #pyeongchang2018 mention cbcolympics mention cbcphoto mention PyeongChang https.co/xlxVHlvG7s,Thu Feb 08 01:57:24 +0000 2018
CarlosWTHR,"Mmmmmmm... (And just for clarity, which one is the freshly caught one?) <f0><9f><a4><94> mention WTHRcom https.co/qkXAS5xS69",Thu Feb 08 01:56:16 +0000 2018
BrianCurtisNBC5,Luger mention erinhamlin will carry the flag for mention TeamUSA. She won a bronze medal in Sochi. mention NBCDFW https.co/vCkMh51xj1,Thu Feb 08 01:48:23 +0000 2018
OlympicsPFGC," mention chhahn85 is here to discuss #globalcitizenship and what he coined ""Earthship"" at our launch event in December! Gre<e2><80><a6> https.co/vW8ZntqlIU",Thu Feb 08 01:44:53 +0000 2018
emoyoongs,RT mention kimdoyonf: Congrats to our beloved Doyeon who is graduation from SOPA today. [] https.co/pyPCyEqno8,Thu Feb 08 01:43:56 +0000 2018
PaulGerke,"I took a trip to the DMZ, a 4 kilometer-wide eanse of land between North and South Korea. It is one of the most d<e2><80><a6> https.co/a3DxNoaDYn",Thu Feb 08 01:43:38 +0000 2018
nrarmour,Luger mention erinhamlin selected by her fellow U.S. Olympians to be American flag bearer at opening ceremony https.co/5Zs9aHPmxo,Thu Feb 08 01:40:26 +0000 2018
cheskugh,WHEN UR MATH PROF DECIDES NOT TO GIVE A QUIZ TODAY &gt I LUV LIFE,Thu Feb 08 01:39:50 +0000 2018
MMortensenUSA,So happy for mention erinhamlin! https.co/XWWKRwZPNJ,Thu Feb 08 01:39:07 +0000 2018
kimdoyonf,Congrats to our beloved Doyeon who is graduation from SOPA today. [] https.co/pyPCyEqno8,Thu Feb 08 01:36:52 +0000 2018
kimdoyonf,[INSTAGRAM] **.lee0127<e2><80><99>s update with Doyeon! https.co/fidfE6yVq5 Via. WEKIMEKIDaily,Thu Feb 08 01:36:41 +0000 2018
leilarahimi,"This was the scene when we got off the plane. Friendly faces, beautiful colors, teures and an<e2><80><a6> https.co/68Fm70Wefr",Thu Feb 08 01:34:22 +0000 2018
CarlosWTHR, mention CarterNews Heavy is the head that wears the crown,Thu Feb 08 01:33:39 +0000 2018
TVGeoffB, mention JillAdge mention kfippin Right? Hard to fathom.,Thu Feb 08 01:32:21 +0000 2018
CarlosWTHR,The gym at the Pyeongchang Media Village is spectacular... and eremely dirt-free. #WinterOlympics mention WTHRcom<e2><80><a6> https.co/L1l450vnhF,Thu Feb 08 01:31:26 +0000 2018
LeeW_Sport,Woke in #Pyeongchang to concerned reports about how cold these Winter Olympics are going to be. <f0><9f><a4><94> https.co/R0XuDtFmOg,Thu Feb 08 01:30:30 +0000 2018
TVGeoffB, mention JillAdge mention kfippin First time. That hill is TERRIFYING. There is no amount of money in the world that would get me to go down it.,Thu Feb 08 01:30:12 +0000 2018
OlympicsPFGC, mention hbamsey of the mention GCF_News tells us about the spirit of global solidarity. We definitely like what he has on the scr<e2><80><a6> https.co/XQsj4V0Jcf,Thu Feb 08 01:27:58 +0000 2018
KSLAndrew,Congrats mention erinhamlin! She<e2><80><99>ll be carrying the Stars and Stripes in the opening ceremony!! #PyeongChang2018<e2><80><a6> https.co/nPRZOO8EUr,Thu Feb 08 01:24:58 +0000 2018
DavidBaden,"Good morning from Gangneung, Korea Coastal Cluster mention Seamarq Hotel https.co/vV4YrgRAEE",Thu Feb 08 01:24:35 +0000 2018
OlympicsPFGC,Questions to ponder this morning... <f0><9f><a4><94><f0><9f><a4><94><f0><9f><a4><94> https.co/q7ztiC5iBG,Thu Feb 08 01:23:53 +0000 2018
HesterOz, mention JohanStobbe printscreen in Google Translate!,Thu Feb 08 01:23:52 +0000 2018
CanterOlympics,"The Olympic Athletes from Russia- the 2016 world champions, mind you- had 6 shots scored at 0%; mention heccabamilton and<e2><80><a6> https.co/oOoUSJCEpo",Thu Feb 08 01:22:41 +0000 2018
nzolympics,The Fern feels unreal... Just one day to go until the Olympic Winter Games... #EarnTheFern #PyeongChang2018 https.co/xweQMWJpfv,Thu Feb 08 01:22:33 +0000 2018
WFLAAnnie,White says he<e2><80><99>s feeling great physically. #pyeongchang2018 https.co/7hBdsRdVI4,Thu Feb 08 01:22:29 +0000 2018
OlympicsPFGC," mention ejung_iveca gets session 2 underway! This morning we are discussing ""Global Citizenship to Achieve SDGs."" https.co/C4e0nvLCcP",Thu Feb 08 01:22:24 +0000 2018
CanterOlympics,". mention MattJamilton and mention heccabamilton are the first winners of any event at mention pyeongchang2018, and nobody can ever take that away from them.",Thu Feb 08 01:19:13 +0000 2018
NPRrussell,This just in from mention USOlympicNews: Luger Erin Hamlin will be the U.S. flag bearer for the Olympic opening ceremony.<e2><80><a6> https.co/TwiAnQv66c,Thu Feb 08 01:18:33 +0000 2018
iamjoonlee, mention DreyerChina mention jeffpearlman and i would argue that<e2><80><99>s equally or exceeds the <e2><80><9c>poison<e2><80><9d> that entrenches sports writing.<e2><80><a6> https.co/3eD9fD6N,Thu Feb 08 01:18:31 +0000 2018
lagibbs84,Congratulations mention erinhamlin https.co/mfo2AqDXQh,Thu Feb 08 01:15:11 +0000 2018
ESLToTheTop, mention YoJupi Still love my blue yeti,Thu Feb 08 01:12:29 +0000 2018
ongolivefiaaaa,stupid choice: wearing sports shoes when your toenail is broken.,Thu Feb 08 01:12:04 +0000 2018
danylemay_,Down memory lane....my idol as a young short track speedskater in the 90s <f0><9f><a5><87> https.co/EdfepKQvZL,Thu Feb 08 01:11:48 +0000 2018
CanterOlympics," mention StoneCastPod mention JordanWiklund mention KristeforL Ha, you'd have to ask NBC about that one, but I'm certainly happy working for the peacock.",Thu Feb 08 01:11:23 +0000 2018
NPRrussell, mention bruce_arthur The fire was at a condo under construction near the Gangneung Media Village https.co/iNCu99ty1Y,Thu Feb 08 01:11:05 +0000 2018
TheToddHarris,Some of these I agree with and some... #SMH mention ussnowboardteam mention NBCSports https.co/eWm1FlKGjx,Thu Feb 08 01:10:35 +0000 2018
iamjoonlee," mention DreyerChina mention jeffpearlman <e2><80><9c>protecting<e2><80><9d> sources probably isn<e2><80><99>t the best word choice there, but reporters routinely<e2><80><a6> https.co/lsPswpq9fg",Thu Feb 08 01:10:06 +0000 2018
KevinBickner,Not leaving the giant room full of massage chairs in the athlete village,Thu Feb 08 01:09:58 +0000 2018
NPRrussell,The men and women representing the U.S. in snowboarding are meeting the press at the Pyeongchang Olympics. How many<e2><80><a6> https.co/Cw5B0M8Qkt,Thu Feb 08 01:09:42 +0000 2018
pyeongchang2018,#Olympics Fact 4: Kim Ki-hoon was the first athlete from South Korea to win gold at the Winter #Olympics <f0><9f><a5><87>He captur<e2><80><a6> https.co/f9A3WxeDho,Thu Feb 08 01:09:35 +0000 2018
JaseRicho,"Early morning filming mention 7olympics Brrrrrr snowflake <ef><b8><8f> snowflake <ef><b8><8f> snowflake <ef><b8><8f> snowflake <ef><b8><8f> mention Phoenix Park, Pyeongchang, Gangwon-Do https.co/TOUfYrHG",Thu Feb 08 01:09:31 +0000 2018
Life_Corea,Double Democatic Party. Kim was accused by bribery before in his father's regime. https.co/ZyLFyROYqP,Thu Feb 08 01:09:14 +0000 2018
JessMONeill,Phones blare an emergency alert during breakfast. However this could be a problem: mention WESH #HearstOlympics2018<e2><80><a6> https.co/mkwgDWISqn,Thu Feb 08 01:07:46 +0000 2018
KHOLMESlive,Just in! https.co/rofNKO0MOk,Thu Feb 08 01:07:13 +0000 2018
ABauer_ATR,#Malaysia is welcomed to #PyeongChang2018. First time participating in a Winter Olympics. #ioc member Prince Tunku<e2><80><a6> https.co/ECzfKZTuB5,Thu Feb 08 01:07:10 +0000 2018
Life_Corea,I agree with you. Thanks a lot. https.co/tBfcdPjBso,Thu Feb 08 01:07:04 +0000 2018
swaindiana,So...it<e2><80><99>s still a little cold here #SWAINsplaining #peyongchang2018 mention cbcolympics mention cbcphoto mention <e2><80><a6> https.co/TvooDp63,Thu Feb 08 01:07:01 +0000 2018
abbyy_roseeee,I wish I was smart,Thu Feb 08 01:05:07 +0000 2018
Life_Corea,Because we call it Show -Communication. https.co/oQAyG5nGwP,Thu Feb 08 01:05:07 +0000 2018
